year,id,inv_w1,inviapply_w1,dige_w1,lerner_w1,bsize_w1,post_w1,bodi_w1,age_w1,fixpro_w1,exp_w1,flows_w1,subsidies_w1,profit_w1,industrycode,hyid,yb
2010,8,5.95584,4.20469,1.822809,0.808582,2.07944,0,0.5,2.89037,0.184858,0.052819,0.027395,0.173072,12.8144,C33,15,51
2011,8,5.99645,4.57471,1.858858,0.977029,2.07944,0,0.375,2.94444,0.169129,0.058748,0.035028,0.415385,13.1269,C33,15,51
2012,8,6.27288,4.5326,2.243109,0.781535,2.07944,0,0.375,2.99573,0.184288,0.068478,0.035606,0.211565,12.5802,C33,15,51
2013,8,6.43615,5.09987,2.443291,0.649297,1.94591,0,0.428571,3.04452,0.186046,0.069833,0.037875,0.214064,12.7835,C33,15,51
2014,8,6.3081,5.36598,2.711983,0.613255,2.07944,0,0.375,3.09104,0.217042,0.066454,0.073306,0.336078,12.7856,C33,15,51
2015,8,6.49375,5.2933,3.208084,0.661601,1.94591,0,0.428571,3.13549,0.20464,0.070664,-0.033815,0.279959,12.6781,C33,15,51
2016,8,6.22456,5.39816,3.554644,0.638613,2.07944,0,0.375,3.17805,0.176843,0.082341,0.018791,0.399099,12.0448,C33,15,51
2017,8,6.62539,5.70044,4.240627,0.733742,2.07944,0,0.375,3.21888,0.175653,0.071849,0.032735,0.361876,12.9966,C33,15,51
2007,9,0,0,0.2011766,0.578515,1.94591,0,0.428571,2.56495,0.26698,0.120261,0.035432,0.07427,7.46207,C17,4,51
2008,9,0.693147,0.693147,0.2487143,0.089208,1.94591,0,0.428571,2.63906,0.148318,0.146499,0.05481,0,8.52967,C17,4,51
2009,9,0,0,1.106674,0.584757,1.94591,0,0.428571,2.70805,0.274291,0.0922,0.058986,0.0801,8.36709,C17,4,51
2010,9,2.56495,1.60944,1.043737,0.465376,2.19722,0,0.333333,2.77259,0.100568,0.113565,0.034368,0.616221,8.47466,C17,4,51
2015,9,2.3979,1.09861,2.243129,-0.249056,2.07944,1,0.375,3.04452,0.266054,0.083998,0.013331,0.721391,8.36989,C39,21,51
2017,9,2.19722,0.693147,3.12221,0.350004,2.19722,0,0.333333,3.13549,0.156381,0.077501,-0.006797,0.299528,9.04712,C39,21,51
2012,10,0.693147,0.693147,1.646148,0.042893,2.3979,1,0.363636,2.89037,0.264498,0.078864,-0.020772,0.080018,8.50714,C13,1,51
2013,10,0,0,2.081332,0.018741,2.3979,1,0.363636,2.94444,0.289626,0.08427,-0.057121,0.094899,7.00921,C13,1,51
2014,10,1.60944,1.38629,2.639392,1.40167,2.3979,0,0.363636,2.99573,0.183497,0.074481,0.240904,0.359315,9.71245,C13,1,51
2015,10,0,0,2.690038,1.86701,2.3979,0,0.363636,3.04452,0.174782,0.089899,0.159754,0.340235,10.1627,C13,1,51
2016,10,0,0,3.144923,0.148049,2.3979,0,0.363636,3.09104,0.179901,0.117619,-0.137731,0.280273,7.62069,C13,1,51
2007,11,3.04452,0.693147,0.2011766,0.278087,2.19722,0,0.333333,2.48491,0.174685,0.065244,-0.036624,0.045661,6.53666,C38,20,51
2008,11,2.63906,1.79176,0.2487143,0.500623,2.19722,0,0.333333,2.56495,0.195556,0.080453,0.218492,0.069833,6.30286,C38,20,51
2010,11,3.80666,2.56495,1.593043,0.947172,2.19722,0,0.333333,2.70805,0.151245,0.085445,0.09147,0.070561,9.27352,C38,20,51
2011,11,4.2485,2.89037,1.975666,0.991074,2.19722,0,0.333333,2.77259,0.092616,0.075117,-0.006597,0.157178,9.86533,C38,20,51
2013,11,5.0689,4.06044,2.598369,0.807098,2.19722,0,0.333333,2.89037,0.03522,0.04948,0.016343,0.09667,10.4325,C38,20,51
2014,11,4.57471,4.02535,2.798619,0.630154,2.19722,0,0.333333,2.94444,0.034742,0.033254,0.031825,0.048984,10.5943,C38,20,51
2015,11,4.91265,3.78419,2.922191,0.487304,2.19722,0,0.333333,2.99573,0.052277,0.030747,0.188048,0.05898,10.5746,C38,20,51
2016,11,5.58725,4.75359,3.632928,0.506927,2.19722,0,0.333333,3.04452,0.0441,0.03778,0.016628,0.085248,10.6936,C38,20,51
2017,11,5.42054,4.38203,4.025609,0.399434,2.19722,0,0.333333,3.09104,0.086683,0.040141,-0.054817,0.056864,10.8176,C38,20,51
2007,12,2.19722,2.19722,0.2011766,0.708132,2.19722,0,0.333333,2.48491,0.109111,0.061584,0.025236,0.003442,9.13594,C39,21,51
2010,12,4.82028,4.48864,1.633064,0.613238,2.07944,0,0.375,2.70805,0.62661,0.072855,0.04459,1.12775,9.7833,C39,21,51
2011,12,4.91998,4.58497,1.669114,0.242895,1.94591,0,0.428571,2.77259,0.568052,0.074095,0.066188,4.0779,10.2346,C39,21,51
2012,12,5.36598,5.11199,1.940041,0.364704,1.94591,0,0.428571,2.83321,0.565474,0.084417,0.104694,2.68567,9.61396,C39,21,51
2013,12,5.78074,5.49306,2.427905,0.605811,2.19722,0,0.333333,2.89037,0.499792,0.099431,0.178229,2.2794,10.3722,C39,21,51
2014,12,5.99396,5.74939,2.452045,0.48324,2.19722,0,0.333333,2.94444,0.498074,0.107351,0.088302,2.44409,11.2578,C39,21,51
2015,12,6.22654,5.85793,3.090426,0.111845,2.07944,0,0.375,2.99573,0.316504,0.120654,0.206165,2.70673,11.0153,C39,21,51
2016,12,6.82002,5.97889,3.491497,0.341053,2.19722,0,0.333333,3.04452,0.289129,0.135742,0.045232,1.54735,11.1463,C39,21,51
2017,12,6.82002,5.97889,3.99483,0.685532,2.19722,0,0.333333,3.09104,0.223326,0.111534,0.064791,1.80213,11.3992,C39,21,51
2007,13,4.60517,3.46574,0.2011766,0.282328,1.94591,1,0.428571,2.56495,0.220884,0.101133,0.062188,0.892703,7.77698,C33,15,51
2008,13,3.71357,2.70805,0.2487143,0.646458,1.94591,1,0.428571,2.63906,0.196161,0.08209,0.016548,0.244871,7.39708,C33,15,51
2009,13,3.17805,2.30259,1.847477,0.783494,1.94591,1,0.428571,2.70805,0.174837,0.075173,0.031493,0.361432,8.41424,C33,15,51
2010,13,3.46574,2.3979,2.142349,0.688716,1.94591,1,0.428571,2.77259,0.120811,0.081192,-0.015663,0.278127,8.8196,C33,15,51
2011,13,3.17805,2.48491,2.205432,0.933074,1.94591,1,0.428571,2.83321,0.14643,0.078304,-0.026369,0.091926,8.97664,C33,15,51
2012,13,3.13549,1.94591,2.195454,0.679892,1.94591,1,0.428571,2.89037,0.146729,0.087759,0.025458,0.2696,7.57799,C33,15,51
2013,13,3.55535,1.94591,2.412031,0.90188,1.94591,1,0.428571,2.94444,0.17808,0.072816,0.06022,0.069853,9.21682,C33,15,51
2014,13,3.73767,2.3979,2.572626,0.774992,1.94591,1,0.428571,2.99573,0.133702,0.07872,-0.137731,0.063892,9.30731,C33,15,51
2015,13,3.66356,2.07944,2.792435,0.534304,1.94591,1,0.428571,3.04452,0.103637,0.065637,-0.080668,0.050321,9.24402,C33,15,51
2016,13,2.83321,1.09861,3.347656,3.27675,1.94591,1,0.428571,3.09104,0.074674,0.040896,0.068618,0.111565,11.3621,C33,15,51
2017,13,2.99573,1.09861,3.826594,2.49485,1.94591,1,0.428571,3.13549,0.061389,0.051847,0.073154,0.086323,11.867,C33,15,51
2007,14,0.693147,0.693147,0.0490374,1.50782,2.19722,0,0.333333,2.30259,0.421224,0.138625,0.057526,0.080181,10.3367,C25,7,11
2008,14,0.693147,0.693147,0.0601731,1.78128,2.19722,0,0.333333,2.3979,0.210145,0.124925,0.048845,0.005966,10.7202,C25,7,11
2009,14,0,0,0.7687488,1.55564,2.19722,0,0.333333,2.48491,0.22771,0.170625,0.017825,0.004217,10.1665,C25,7,11
2010,14,0,0,1.070174,1.17061,2.19722,0,0.333333,2.56495,0.637145,0.043068,0.055823,0.014333,10.7495,C25,7,11
2011,14,0,0,1.009606,1.00501,2.19722,0,0.333333,2.63906,0.599101,0.037336,0.112025,0.015045,11.5517,C25,7,11
2012,14,0.693147,0,0.4917384,0.776446,2.19722,0,0.333333,2.70805,0.566702,0.035063,-0.064222,0.076054,9.99798,C25,7,11
2016,14,1.79176,1.38629,1.257373,2.1574,1.94591,1,0.333333,2.94444,0.457287,0.054854,0.134643,0.020049,12.2885,C25,7,11
2017,14,4.07754,3.04452,1.562661,1.81017,2.19722,1,0.333333,2.99573,0.451586,0.048131,0.095744,0.046722,12.425,C25,7,11
2007,15,2.30259,0,0.2011766,2.12571,2.30259,0,0.4,2.56495,0.273976,0.063579,0.136979,0.061278,11.861,C32,14,51
2008,15,2.19722,0.693147,0.2487143,1.3044,2.3979,0,0.363636,2.63906,0.323528,0.071287,0.205782,0.091034,10.8561,C32,14,51
2009,15,1.60944,1.38629,0.8512615,0.91552,2.3979,0,0.363636,2.70805,0.331486,0.083186,0.043067,0.068705,11.0509,C32,14,51
2010,15,3.29584,2.07944,0.8998957,1.08296,2.3979,0,0.363636,2.77259,0.289982,0.070286,0.133323,0.132378,11.2046,C32,14,51
2011,15,3.7612,2.89037,1.079786,1.13022,2.3979,0,0.363636,2.83321,0.286983,0.037393,0.076355,0.256554,11.834,C32,14,51
2012,15,3.63759,2.94444,0.494855,0.630693,2.3979,0,0.363636,2.89037,0.279693,0.037513,0.105663,0.2686,11.1397,C32,14,51
2013,15,4.02535,3.17805,1.041611,0.279569,2.3979,0,0.363636,2.94444,0.278473,0.028314,0.067201,0.248154,10.7726,C32,14,51
2014,15,3.43399,1.60944,1.802404,0.266211,2.3979,0,0.363636,2.99573,0.317025,0.022907,0.060455,0.321401,11.0229,C32,14,51
2015,15,3.13549,2.3979,1.949235,0.142644,2.30259,0,0.4,3.04452,0.311643,0.0302,0.021093,0.509152,10.4024,C32,14,51
2016,15,3.85015,2.99573,2.065181,0.584649,2.30259,0,0.4,3.09104,0.29962,0.035004,0.082878,0.406789,10.6806,C32,14,51
2017,15,4.69135,3.7612,2.61641,0.885365,2.19722,1,0.444444,3.13549,0.287279,0.039114,0.130864,0.267425,11.912,C32,14,51
2007,16,6.82002,5.97889,0.2011766,0.687096,2.63906,0,0.357143,2.30259,0.077555,0.143427,0.002256,2.14783,12.0597,C39,21,51
2008,16,6.82002,5.97889,0.2487143,1.66812,2.63906,0,0.357143,2.3979,0.080665,0.047405,0.071716,2.1235,12.3294,C39,21,51
2009,16,6.82002,5.97889,2.786862,0.706015,2.63906,0,0.357143,2.48491,0.068984,0.138529,0.054568,0.438263,12.7143,C39,21,51
2010,16,6.82002,5.97889,0.3505896,0.664867,2.63906,0,0.357143,2.56495,0.07752,0.135237,0.011193,1.59427,12.9854,C39,21,51
2011,16,6.82002,5.97889,2.930437,1.4738,2.63906,0,0.357143,2.63906,0.06647,0.028192,-0.017199,2.24803,12.4819,C39,21,51
2013,16,6.82002,5.97889,3.407512,0.334665,2.63906,0,0.357143,2.77259,0.074436,0.127418,0.025725,0,12.1161,C39,21,51
2014,16,6.82002,5.97889,3.584817,0.541543,2.63906,0,0.357143,2.83321,0.069184,0.135508,0.023656,0,12.7766,C39,21,51
2015,16,6.82002,5.97889,4.044063,0.472158,2.56495,0,0.384615,2.89037,0.063627,0.145568,0.061249,0,12.9724,C39,21,51
2017,16,6.82002,5.97889,4.889385,0.522505,2.63906,0,0.357143,2.99573,0.060394,0.147217,0.050152,2.09717,13.2451,C39,21,51
2007,17,3.04452,2.70805,0.2011766,0.112477,2.19722,0,0.333333,2.30259,0.182032,0.021475,0.046373,0.015185,9.2633,C39,21,51
2008,17,3.04452,1.60944,0.2487143,-0.16849,2.19722,0,0.333333,2.3979,0.138759,0.026252,0.067335,0.465298,7.018,C39,21,51
2009,17,3.82864,2.77259,2.411709,0.113401,2.19722,0,0.333333,2.48491,0.122796,0.025101,0.028564,0.219778,11.2039,C39,21,51
2010,17,3.66356,2.77259,1.979638,0.09072,2.19722,0,0.333333,2.56495,0.103963,0.022607,-0.04292,0.450853,11.6392,C39,21,51
2011,17,3.66356,2.30259,2.481466,0.054734,2.19722,0,0.333333,2.63906,0.098755,0.031856,0.019422,0.297428,11.1005,C39,21,51
2012,17,3.68888,2.77259,2.566422,-0.019859,2.19722,0,0.333333,2.70805,0.101545,0.041754,0.116448,0.652329,10.2918,C39,21,51
2015,17,3.89182,2.56495,3.437,0.136898,2.19722,0,0.333333,2.89037,0.092672,0.038885,0.042767,0.701544,9.15831,C39,21,51
2016,17,4.29046,3.52636,3.930032,0.178666,2.19722,0,0.333333,2.94444,0.013779,0.042337,0.050772,0.69473,10.9971,C39,21,51
2017,17,5.4848,4.43082,4.360861,0.588283,2.19722,0,0.333333,2.99573,0.122338,0.116359,-0.026488,0.936166,11.2665,C39,21,51
2007,18,0,0,0.2011766,0.077867,2.3979,0,0.363636,2.30259,0.227816,0.065463,-0.000624,0.079543,7.03413,C39,21,51
2008,18,0.693147,0,0.2487143,0.297292,2.3979,0,0.363636,2.3979,0.129778,0.06085,0.117572,1.98529,8.19645,C39,21,51
2009,18,2.30259,1.09861,1.890982,0.473525,2.3979,0,0.363636,2.48491,0.12608,0.05791,0.019873,0.096266,8.35773,C39,21,51
2010,18,1.79176,1.09861,2.034237,0.136262,2.3979,0,0.363636,2.56495,0.12772,0.09886,0.042016,0.036212,8.81194,C39,21,51
2011,18,2.07944,1.38629,2.243425,0.411047,2.3979,0,0.363636,2.63906,0.281682,0.077541,-0.026559,0.022031,8.40986,C39,21,51
2012,18,2.30259,1.38629,2.351641,0.563158,2.19722,0,0.4,2.70805,0.16821,0.0764,0.040905,0.056138,8.72701,C38,20,51
2013,18,3.13549,2.07944,2.539477,0.600022,2.19722,0,0.333333,2.77259,0.188218,0.077425,0.006391,0.117759,8.88117,C38,20,51
2014,18,3.43399,1.09861,2.852434,0.566351,2.19722,0,0.333333,2.83321,0.183611,0.07986,0.054866,0.153391,9.05773,C38,20,51
2015,18,3.13549,2.30259,3.604507,0.64517,2.19722,0,0.333333,2.89037,0.131468,0.075219,0.044231,0.19999,9.45153,C38,20,51
2016,18,4.09434,3.17805,3.926016,0.744653,2.19722,0,0.333333,2.94444,0.115544,0.06865,0.059318,0.461572,10.1812,C38,20,51
2017,18,3.91202,2.63906,4.435203,0.787318,2.07944,0,0.375,2.99573,0.094493,0.063662,0.041553,0.415184,10.432,C38,20,51
2008,19,5.89164,5.35659,0.2487143,0.156198,2.30259,0,0.4,1.79176,0.117723,0.047043,0.021745,0.845405,11.0962,C39,21,51
2009,19,5.96101,5.33272,2.674422,0.196126,2.3979,0,0.363636,1.94591,0.101508,0.044645,0.0244,0.813436,11.4873,C39,21,51
2010,19,6.82002,5.97889,0.3505896,0.007107,2.3979,0,0.363636,2.07944,0.053863,0.041697,0.014876,1.90374,11.2552,C39,21,51
2011,19,6.82002,5.97889,2.763434,0.226446,2.07944,0,0.375,2.19722,0.142665,0.046084,0.022513,1.11987,12.2272,C39,21,51
2012,19,6.82002,5.97889,3.050849,0.132253,2.07944,0,0.375,2.30259,0.267547,0.055275,0.0491,1.66516,12.0077,C39,21,51
2013,19,6.82002,5.97889,3.363806,0.221224,2.19722,0,0.333333,2.3979,0.260771,0.058562,0.066362,2.81892,12.8017,C39,21,51
2014,19,6.82002,5.97889,3.83406,0.281484,2.19722,0,0.333333,2.48491,0.218043,0.060269,0.058273,1.64558,13.1341,C39,21,51
2015,19,6.82002,5.97889,4.00794,0.140692,2.48491,0,0.333333,2.56495,0.233029,0.064955,0.066163,1.47267,12.8658,C39,21,51
2016,19,6.82002,5.97889,4.266504,-0.010996,2.48491,0,0.333333,2.63906,0.256364,0.07976,0.054561,0,12.5415,C39,21,51
2017,19,6.82002,5.97889,4.810538,0.353693,2.48491,0,0.333333,2.70805,0.203364,0.084749,0.057455,0.860881,13.0794,C39,21,51
2007,20,0,0,0.0312408,0.673084,1.94591,0,0.428571,2.30259,0.415573,0.068554,0.050761,0,7.36582,C27,9,23
2008,20,0,0,0.0364147,0.471626,2.19722,0,0.333333,2.3979,0.387064,0.080553,0.042746,0.122363,7.63012,C27,9,23
2009,20,3.71357,3.29584,0.5959985,0.409296,2.19722,0,0.333333,2.48491,0.378839,0.080073,0.026882,0.414214,8.07453,C27,9,23
2010,20,2.99573,2.83321,0.950662,0.45347,2.19722,0,0.333333,2.56495,0.374205,0.078957,0.043138,0.854431,8.56734,C27,9,23
2011,20,3.7612,3.3673,0.9510809,0.181095,2.19722,0,0.333333,2.63906,0.365048,0.06713,0.041771,0.456674,7.22945,C27,9,23
2012,20,3.46574,3.3322,0.6153847,0.270969,2.19722,0,0.333333,2.70805,0.360072,0.072699,0.031472,0.760505,7.83534,C27,9,23
2013,20,3.13549,3.09104,0.0831726,0.389152,2.19722,0,0.333333,2.77259,0.319127,0.08084,-0.035492,0.601063,8.32237,C27,9,23
2014,20,3.29584,3.29584,0.1097008,0.440986,2.19722,0,0.333333,2.83321,0.273039,0.085871,0.004697,0.422918,8.63752,C27,9,23
2015,20,2.94444,2.94444,0.4966123,0.444312,2.19722,0,0.333333,2.89037,0.260136,0.092661,0.019737,0.490674,8.34451,C27,9,23
2016,20,2.63906,2.63906,1.227774,0.563631,2.19722,0,0.333333,2.94444,0.338858,0.079237,0.031406,3.01291,8.80329,C27,9,23
2017,20,2.77259,2.70805,1.028331,0.571756,2.19722,0,0.333333,2.99573,0.289089,0.069159,0.018931,0.004387,9.17664,C27,9,23
2007,21,3.55535,1.79176,0.0445951,1.68286,1.94591,1,0.571429,2.07944,0.125542,0.040975,0.053904,0,11.8236,C35,17,41
2008,21,4.45435,2.3979,0.0533754,1.55722,1.94591,1,0.571429,2.19722,0.094875,0.047083,0.013574,0.600728,12.0924,C35,17,41
2010,21,5.33272,3.80666,1.422826,1.95214,1.94591,1,0.571429,2.3979,0.058066,0.041579,0.008654,0.111679,13.2023,C35,17,41
2011,21,6.82002,5.84932,1.424374,2.17841,1.94591,1,0.571429,2.48491,0.057299,0.037905,0.029243,0.121371,13.2451,C35,17,41
2012,21,6.82002,5.97889,1.120692,2.12471,1.94591,1,0.571429,2.56495,0.051356,0.040267,0.033271,0.238338,13.2451,C35,17,41
2013,21,6.82002,5.97889,1.481211,1.46778,1.94591,1,0.571429,2.63906,0.060052,0.050684,0.008229,0.1236,13.0219,C35,17,41
2014,21,6.82002,5.97889,1.589767,0.868128,1.94591,1,0.571429,2.70805,0.064707,0.074651,-0.082021,0.32732,11.3658,C35,17,41
2015,21,6.12905,5.42495,1.973296,0.676974,1.79176,1,0.5,2.77259,0.083224,0.081957,-0.035578,0.560391,8.11032,C35,17,41
2017,21,5.62762,4.92725,2.24688,0.321696,1.94591,1,0.571429,2.89037,0.070609,0.076001,0.034289,0.23676,11.7292,C35,17,41
2007,22,0,0,0.1052691,0.648251,2.19722,0,0.333333,2.19722,0.355942,0.033031,-0.047523,0.004133,9.99832,C17,4,21
2008,22,0,0,0.1342241,1.09819,2.19722,0,0.333333,2.30259,0.113484,0.080593,-0.07977,0,9.99785,C17,4,21
2009,22,0,0,1.210407,2.04163,2.19722,0,0.333333,2.3979,0.09563,0.093695,0.051471,0.109711,9.45822,C17,4,21
2013,23,6.82002,5.97889,2.944942,0.743223,2.63906,1,0.357143,2.56495,0.201887,0.05566,0.103709,0.742254,13.2451,C38,20,51
2014,23,6.82002,5.97889,3.384438,0.97173,2.56495,1,0.384615,2.63906,0.162287,0.052928,0.206069,0.680877,13.2451,C38,20,51
2015,23,6.82002,5.97889,3.600844,0.977807,2.3979,1,0.363636,2.70805,0.145371,0.053754,0.207729,1.06575,13.2451,C38,20,51
2016,23,6.82002,5.97889,3.896962,1.01415,2.30259,1,0.4,2.77259,0.123427,0.060491,0.156477,0.790862,13.2451,C38,20,51
2017,23,6.82002,5.97889,4.756476,0.778225,2.30259,1,0.4,2.83321,0.091093,0.061402,0.098517,0.528451,13.2451,C38,20,51
2007,24,5.28827,3.3673,0.0738045,1.30828,2.70805,1,0.333333,1.60944,0.235301,0.052748,0.102709,0.306509,12.7001,C36,18,25
2008,24,4.49981,2.19722,0.0912392,1.03941,2.70805,1,0.333333,1.79176,0.206161,0.049023,0.06406,0.481431,12.5212,C36,18,25
2009,24,5.10595,3.2581,0.8062814,1.46964,2.70805,1,0.333333,1.94591,0.193712,0.048978,0.06735,0.185115,13.0562,C36,18,25
2010,24,5.85507,4.40672,0.9460512,1.59072,2.70805,1,0.333333,2.07944,0.150323,0.040839,0.166846,0.209989,13.2451,C36,18,25
2011,24,6.15698,5.33754,1.577826,1.21353,2.70805,1,0.333333,2.19722,0.156847,0.050355,0.096721,0.279709,13.2451,C36,18,25
2012,24,6.31355,5.22575,1.802491,0.773212,2.70805,1,0.333333,2.30259,0.1738,0.067116,0.041558,0.230538,12.8891,C36,18,25
2013,24,6.82002,5.53733,1.82985,0.860008,2.70805,1,0.333333,2.3979,0.167459,0.066133,0.073463,0.158546,13.0409,C36,18,25
2014,24,6.82002,5.59842,1.932764,0.702693,2.70805,1,0.333333,2.48491,0.184528,0.080431,0.092779,0.126137,13.2451,C36,18,25
2015,24,6.74759,5.46806,2.248257,0.48017,2.56495,1,0.384615,2.56495,0.206016,0.097312,0.058968,0.198491,12.639,C36,18,25
2016,24,6.72383,5.86647,2.383464,0.621057,2.56495,1,0.384615,2.63906,0.157336,0.082114,0.05031,0.126252,13.0471,C36,18,25
2017,24,6.76734,5.83188,2.478374,0.868408,2.63906,1,0.357143,2.70805,0.142732,0.063348,0.085733,0.085446,13.2451,C36,18,25
2007,25,2.3979,1.60944,0.048168,1.33993,2.19722,0,0.333333,2.63906,0.160224,0.090577,0.050668,0.832523,9.97898,C38,20,45
2008,25,3.04452,2.63906,0.0579178,1.26719,2.19722,0,0.333333,2.70805,0.160414,0.095778,0.058196,0.906922,9.58555,C38,20,45
2009,25,3.7612,2.63906,2.303077,1.24168,2.19722,0,0.333333,2.77259,0.181717,0.103337,0.042842,1.27153,10.217,C38,20,45
2010,25,4.21951,2.94444,2.250283,0.897623,2.19722,0,0.333333,2.83321,0.141655,0.100807,0.029767,1.22297,10.277,C38,20,45
2011,25,4.78749,4.31749,2.325395,1.04213,2.19722,0,0.333333,2.89037,0.118785,0.126974,0.066826,0.754846,10.5017,C38,20,45
2012,25,5.38907,4.52179,2.34484,1.12297,2.19722,0,0.333333,2.94444,0.150539,0.09841,0.07186,1.92775,11.1159,C38,20,45
2013,25,5.69036,5.26786,2.320068,1.24563,2.07944,0,0.375,2.99573,0.12098,0.080658,0.097927,1.73494,11.3924,C38,20,45
2014,25,6.09582,5.74939,2.42749,1.89324,2.19722,0,0.333333,3.04452,0.09536,0.093975,-0.019302,0.692304,11.8462,C38,20,45
2015,25,6.41837,5.97889,2.438747,1.47614,2.19722,0,0.333333,3.09104,0.079426,0.076825,0.040305,1.1396,11.4402,C38,20,45
2016,25,6.44889,5.97889,2.758139,1.21986,2.19722,0,0.333333,3.13549,0.072232,0.064121,0.087199,0.812961,11.5948,C38,20,45
2017,25,6.53814,5.97889,2.751433,1.04221,2.19722,0,0.333333,3.17805,0.078258,0.067127,-0.002282,0.524956,11.2807,C38,20,45
2007,26,1.60944,0,0.0451929,1.54256,2.19722,0,0.333333,2.56495,0.535583,0.06301,0.067172,1.67521,10.8321,C30,12,5
2008,26,0.693147,0,0.0574849,1.27292,2.19722,0,0.333333,2.63906,0.342036,0.115165,0.049399,1.64246,10.9784,C30,12,5
2009,26,0,0,1.383689,1.5679,2.19722,0,0.333333,2.70805,0.422267,0.122195,0.091138,0.87899,11.7601,C30,12,5
2010,26,0,0,1.226235,1.84395,2.19722,0,0.333333,2.77259,0.445896,0.095985,0.05616,0.933598,12.2008,C30,12,5
2011,26,0,0,1.272973,1.69512,2.19722,0,0.333333,2.83321,0.484964,0.107143,0.037148,1.03933,12.2625,C30,12,5
2012,26,0.693147,0,1.290319,0.662879,2.19722,0,0.333333,2.89037,0.580536,0.130712,0.023036,0.807246,10.0315,C30,12,5
2013,26,1.60944,0,1.007678,0.853022,2.19722,0,0.333333,2.94444,0.607138,0.125784,0.028198,1.03524,10.7019,C30,12,5
2016,26,1.09861,0,1.194963,0.691412,2.19722,0,0.333333,3.09104,0.562319,0.135721,0.064882,0.751307,9.89769,C30,12,5
2017,26,3.3673,0.693147,1.304448,1.01067,2.19722,0,0.333333,3.13549,0.572025,0.15671,0.065855,0.647137,10.4955,C30,12,5
2007,27,1.38629,0,0.0323232,0.44841,1.60944,0,0.4,2.56495,0.284344,0.048913,0.145803,0.238594,9.07477,C34,16,33
2008,27,3.04452,1.09861,0.029984,0.52601,2.19722,0,0.333333,2.63906,0.271901,0.05392,0.035321,0.871368,9.10257,C34,16,33
2009,27,2.56495,1.09861,1.009847,0.830747,2.19722,0,0.333333,2.70805,0.195054,0.075436,0.037485,0.325863,9.90277,C34,16,33
2010,27,2.89037,1.38629,0.0395626,0.381261,2.19722,0,0.333333,2.77259,0.218308,0.060941,0.036707,0.443093,9.17394,C34,16,33
2011,27,3.52636,2.07944,1.510239,0.247438,2.19722,0,0.333333,2.83321,0.184837,0.05356,0.037442,1.24142,9.03851,C34,16,33
2012,27,2.56495,1.38629,1.655073,0.495408,2.19722,0,0.333333,2.89037,0.176268,0.064993,0.059101,0.196249,9.86776,C34,16,33
2013,27,3.17805,1.94591,1.834805,0.504393,2.19722,0,0.333333,2.94444,0.145463,0.080282,0.0015,0.177224,10.2594,C34,16,33
2014,27,3.85015,2.56495,1.961512,0.562763,2.19722,0,0.333333,2.99573,0.177803,0.081583,0.122724,0.165576,10.3932,C34,16,33
2015,27,3.55535,1.94591,1.649667,0.476536,2.19722,0,0.333333,3.04452,0.191124,0.080489,0.104088,0.251092,10.5695,C34,16,33
2016,27,4.02535,2.48491,1.856138,0.445489,2.19722,0,0.333333,3.09104,0.167594,0.070092,0.024124,0.182067,10.7334,C34,16,33
2017,27,4.35671,3.3322,2.081316,0.310067,2.07944,0,0.375,3.13549,0.138801,0.065238,-0.016258,0.221318,10.1184,C34,16,33
2008,28,0,0,0.0574849,0.420673,1.94591,0,0.428571,2.77259,0.310752,0.092239,0.008436,0.008613,6.2386,C39,21,5
2010,28,0,0,0.7680894,-1.81393,1.94591,0,0.428571,2.89037,0.262295,0.205314,0.027661,0.005335,6.38772,C39,21,5
2011,28,0,0,0.9699054,1.41084,1.94591,0,0.428571,2.94444,0.141393,0.202653,-0.004914,0.005346,7.30205,C39,21,5
2012,28,2.89037,1.09861,0.9872515,4.10237,1.94591,0,0.428571,2.99573,0.024435,0.096482,-0.137731,1.22219,10.3939,C39,21,5
2013,28,3.80666,2.07944,1.581867,4.39317,1.94591,0,0.428571,3.04452,0.015621,0.107585,-0.137731,1.48295,10.9103,C39,21,10
2014,28,3.73767,0.693147,1.598961,3.44524,1.94591,0,0.428571,3.09104,0.157101,0.098264,-0.003534,3.53745,11.5947,C39,21,10
2015,28,5.23644,4.11087,2.224829,2.97432,1.94591,0,0.428571,3.13549,0.239601,0.090703,0.061813,1.85976,12.0017,C39,21,10
2016,28,5.34233,4.46591,2.350988,2.31367,1.94591,0,0.428571,3.17805,0.191182,0.060704,0.029685,0.762272,11.9351,C39,21,10
2017,28,5.99396,4.70953,3.034881,1.59341,1.79176,0,0.5,3.21888,0.163874,0.037037,0.018701,0.521523,12.3375,C39,21,10
2007,29,3.43399,1.60944,0.1052691,0.470805,2.19722,0,0.333333,2.63906,0.143341,0.033471,0.098539,0.196834,10.643,C38,20,21
2008,29,3.82864,1.79176,0.1342241,0.121106,2.19722,0,0.333333,2.70805,0.150446,0.054261,-0.040357,0.101563,8.28438,C38,20,21
2009,29,4.26268,0.693147,0.5172595,0.75556,1.94591,0,0.428571,2.77259,0.1526,0.042876,0.035846,0.138327,10.2314,C38,20,21
2010,29,4.43082,2.07944,1.121677,0.618509,2.07944,0,0.375,2.83321,0.149493,0.029073,0.090499,0.591266,11.1868,C38,20,21
